Code,Game,Interval,Date,Start_Time,End_Time,C_Picked_Up,C_Collected,C_Remaining,Triggers
MIJA24EN,V2,MISC 2,2025.02.05,14:04:38,14:06:38,5,2,18,9
MIJA24EN,V2,MISC 3,2025.02.05,14:06:38,14:08:38,5,3,17,5
MIJA24EN,V2,MISC 4,2025.02.05,14:08:38,14:10:38,4,2,18,5
MIJA24EN,V2,MISC 5,2025.02.05,14:10:38,14:12:38,6,1,19,8
MIKA18EN,V2,Total,2025.04.17,12:04:00,12:14:00,21,10,10,25
MIKA18EN,V2,MISC 1,2025.04.17,12:04:00,12:06:00,6,3,17,8
MIKA18EN,V2,MISC 2,2025.04.17,12:06:00,12:08:00,3,1,19,4
MIKA18EN,V2,MISC 3,2025.04.17,12:08:00,12:10:00,4,3,17,4
MIKA18EN,V2,MISC 4,2025.04.17,12:10:00,12:12:00,3,0,20,4
MIKA18EN,V2,MISC 5,2025.04.17,12:12:00,12:14:00,5,3,17,5
MIKA24NA,V2,Total,2025.05.09,10:04:47,10:14:47,22,10,10,27
MIKA24NA,V2,MISC 1,2025.05.09,10:04:47,10:06:47,7,4,16,10
MIKA24NA,V2,MISC 2,2025.05.09,10:06:47,10:08:47,3,1,19,3
MIKA24NA,V2,MISC 3,2025.05.09,10:08:47,10:10:47,3,1,19,4
MIKA24NA,V2,MISC 4,2025.05.09,10:10:47,10:12:47,4,2,18,5
MIKA24NA,V2,MISC 5,2025.05.09,10:12:47,10:14:47,5,2,18,5
MILU30EI,V2,Total,2025.03.24,15:28:29,15:38:29,11,4,16,20
MILU30EI,V2,MISC 1,2025.03.24,15:28:29,15:30:29,1,1,19,4
MILU30EI,V2,MISC 2,2025.03.24,15:30:29,15:32:29,5,0,20,6
MILU30EI,V2,MISC 3,2025.03.24,15:32:29,15:34:29,2,2,18,6
MILU30EI,V2,MISC 4,2025.03.24,15:34:29,15:36:29,3,1,19,3
MILU30EI,V2,MISC 5,2025.03.24,15:36:29,15:38:29,0,0,20,1
PAGE23NA,V2,Total,2025.04.24,12:01:12,12:11:12,22,8,12,40
PAGE23NA,V2,MISC 1,2025.04.24,12:01:12,12:03:12,3,0,20,12
PAGE23NA,V2,MISC 2,2025.04.24,12:03:12,12:05:12,6,3,17,10
PAGE23NA,V2,MISC 3,2025.04.24,12:05:12,12:07:12,3,2,18,3
PAGE23NA,V2,MISC 4,2025.04.24,12:07:12,12:09:12,3,0,20,8
PAGE23NA,V2,MISC 5,2025.04.24,12:09:12,12:11:12,7,3,17,7
PEIN04LE,V2,Total,2025.04.23,13:07:53,13:17:53,22,9,11,32
PEIN04LE,V2,MISC 1,2025.04.23,13:07:53,13:09:53,5,2,18,9
PEIN04LE,V2,MISC 2,2025.04.23,13:09:53,13:11:53,7,3,17,7
PEIN04LE,V2,MISC 3,2025.04.23,13:11:53,13:13:53,4,2,18,5
PEIN04LE,V2,MISC 4,2025.04.23,13:13:53,13:15:53,3,1,19,5
PEIN04LE,V2,MISC 5,2025.04.23,13:15:53,13:17:53,3,1,19,6
PESA23ER,V2,Total,2025.04.14,09:55:43,10:05:43,20,7,13,28
PESA23ER,V2,MISC 1,2025.04.14,09:55:43,09:57:43,6,2,18,10
PESA23ER,V2,MISC 2,2025.04.14,09:57:43,09:59:43,4,2,18,4
PESA23ER,V2,MISC 3,2025.04.14,09:59:43,10:01:43,3,2,18,3
PESA23ER,V2,MISC 4,2025.04.14,10:01:43,10:03:43,2,1,19,3
PESA23ER,V2,MISC 5,2025.04.14,10:03:43,10:05:43,5,0,20,8
PESI26LE,V2,Total,2025.03.25,14:56:42,15:06:42,22,8,12,42
PESI26LE,V2,MISC 1,2025.03.25,14:56:42,14:58:42,5,3,17,9
PESI26LE,V2,MISC 2,2025.03.25,14:58:42,15:00:42,5,3,17,7
PESI26LE,V2,MISC 3,2025.03.25,15:00:42,15:02:42,6,1,19,10
PESI26LE,V2,MISC 4,2025.03.25,15:02:42,15:04:42,3,0,20,13
PESI26LE,V2,MISC 5,2025.03.25,15:04:42,15:06:42,3,1,19,3
RIMA05NA,V2,Total,2025.04.28,09:59:31,10:09:31,14,6,14,16
RIMA05NA,V2,MISC 1,2025.04.28,09:59:31,10:01:31,0,0,0,0
RIMA05NA,V2,MISC 2,2025.04.28,10:01:31,10:03:31,0,0,40,0
RIMA05NA,V2,MISC 3,2025.04.28,10:03:31,10:05:31,8,4,16,9
RIMA05NA,V2,MISC 4,2025.04.28,10:05:31,10:07:31,4,2,18,4
RIMA05NA,V2,MISC 5,2025.04.28,10:07:31,10:09:31,2,0,20,3
ROIV14EN,V2,Total,2025.04.11,09:07:36,09:17:36,18,9,11,23
ROIV14EN,V2,MISC 1,2025.04.11,09:07:36,09:09:36,1,0,20,1
ROIV14EN,V2,MISC 2,2025.04.11,09:09:36,09:11:36,7,4,16,10
ROIV14EN,V2,MISC 3,2025.04.11,09:11:36,09:13:36,2,1,19,2
ROIV14EN,V2,MISC 4,2025.04.11,09:13:36,09:15:36,4,2,18,4
ROIV14EN,V2,MISC 5,2025.04.11,09:15:36,09:17:36,4,2,18,6
ROSA24IN,V2,Total,2025.04.09,17:03:33,17:13:33,14,4,16,30
ROSA24IN,V2,MISC 1,2025.04.09,17:03:33,17:05:33,3,1,19,5
ROSA24IN,V2,MISC 2,2025.04.09,17:05:33,17:07:33,2,0,20,9
ROSA24IN,V2,MISC 3,2025.04.09,17:07:33,17:09:33,3,1,19,8
ROSA24IN,V2,MISC 4,2025.04.09,17:09:33,17:11:33,4,1,19,4
ROSA24IN,V2,MISC 5,2025.04.09,17:11:33,17:13:33,2,1,19,4
RUEKE14DA,V2,Total,2025.05.02,15:12:39,15:22:39,24,10,10,32
RUEKE14DA,V2,MISC 1,2025.05.02,15:12:39,15:14:39,7,2,18,9
RUEKE14DA,V2,MISC 2,2025.05.02,15:14:39,15:16:39,8,3,17,9
RUEKE14DA,V2,MISC 3,2025.05.02,15:16:39,15:18:39,5,3,17,5
RUEKE14DA,V2,MISC 4,2025.05.02,15:18:39,15:20:39,2,1,19,5
RUEKE14DA,V2,MISC 5,2025.05.02,15:20:39,15:22:39,2,1,19,4
SHKA20LD,V2,Total,2025.04.09,13:00:29,13:10:29,18,8,12,37
SHKA20LD,V2,MISC 1,2025.04.09,13:00:29,13:02:29,7,4,16,11
SHKA20LD,V2,MISC 2,2025.04.09,13:02:29,13:04:29,4,1,19,14
SHKA20LD,V2,MISC 3,2025.04.09,13:04:29,13:06:29,3,1,19,6
SHKA20LD,V2,MISC 4,2025.04.09,13:06:29,13:08:29,3,1,19,3
SHKA20LD,V2,MISC 5,2025.04.09,13:08:29,13:10:29,1,1,19,3
SVAN23DA,V2,Total,2025.01.30,14:00:53,14:10:53,17,7,13,17
SVAN23DA,V2,MISC 1,2025.01.30,14:00:53,14:02:53,5,2,18,6
SVAN23DA,V2,MISC 2,2025.01.30,14:02:53,14:04:53,3,1,19,3
SVAN23DA,V2,MISC 3,2025.01.30,14:04:53,14:06:53,2,1,19,2
SVAN23DA,V2,MISC 4,2025.01.30,14:06:53,14:08:53,3,2,18,3
SVAN23DA,V2,MISC 5,2025.01.30,14:08:53,14:10:53,4,1,19,3
SOEGA03RT,V2,Total,2025.04.10,12:55:14,13:05:14,21,9,11,23
SOEGA03RT,V2,MISC 1,2025.04.10,12:55:14,12:57:14,5,2,18,5
SOEGA03RT,V2,MISC 2,2025.04.10,12:57:14,12:59:14,4,2,18,5
SOEGA03RT,V2,MISC 3,2025.04.10,12:59:14,13:01:14,4,2,18,4
SOEGA03RT,V2,MISC 4,2025.04.10,13:01:14,13:03:14,5,2,18,5
SOEGA03RT,V2,MISC 5,2025.04.10,13:03:14,13:05:14,3,1,19,4
THEL23CH,V2,Total,2025.05.09,13:04:03,13:14:03,21,10,10,30
THEL23CH,V2,MISC 1,2025.05.09,13:04:03,13:06:03,7,4,16,12
THEL23CH,V2,MISC 2,2025.05.09,13:06:03,13:08:03,5,2,18,7
THEL23CH,V2,MISC 3,2025.05.09,13:08:03,13:10:03,3,2,18,3
THEL23CH,V2,MISC 4,2025.05.09,13:10:03,13:12:03,3,1,19,4
THEL23CH,V2,MISC 5,2025.05.09,13:12:03,13:14:03,3,1,19,4
THEV12CH,V2,Total,2025.04.30,10:08:36,10:18:36,17,10,10,23
THEV12CH,V2,MISC 1,2025.04.30,10:08:36,10:10:36,6,4,16,6
THEV12CH,V2,MISC 2,2025.04.30,10:10:36,10:12:36,4,2,18,6
THEV12CH,V2,MISC 3,2025.04.30,10:12:36,10:14:36,2,1,19,2
THEV12CH,V2,MISC 4,2025.04.30,10:14:36,10:16:36,2,1,19,6
THEV12CH,V2,MISC 5,2025.04.30,10:16:36,10:18:36,3,2,18,3
THKA21EN,V2,Total,2025.01.30,10:02:06,10:12:06,22,10,10,21
THKA21EN,V2,MISC 1,2025.01.30,10:02:06,10:04:06,8,4,16,8
THKA21EN,V2,MISC 2,2025.01.30,10:04:06,10:06:06,4,2,18,4
THKA21EN,V2,MISC 3,2025.01.30,10:06:06,10:08:06,3,1,19,3
THKA21EN,V2,MISC 4,2025.01.30,10:08:06,10:10:06,4,2,18,4
THKA21EN,V2,MISC 5,2025.01.30,10:10:06,10:12:06,3,1,19,2
TOCO19IN,V2,Total,2025.05.06,11:12:10,11:22:10,20,9,11,23
TOCO19IN,V2,MISC 1,2025.05.06,11:12:10,11:14:10,7,3,17,8
TOCO19IN,V2,MISC 2,2025.05.06,11:14:10,11:16:10,4,2,18,4
TOCO19IN,V2,MISC 3,2025.05.06,11:16:10,11:18:10,2,1,19,2
TOCO19IN,V2,MISC 4,2025.05.06,11:18:10,11:20:10,3,1,19,3
TOCO19IN,V2,MISC 5,2025.05.06,11:20:10,11:22:10,4,2,18,6
TOUL22CK,V2,Total,2025.04.25,10:14:18,10:24:18,21,9,11,26
TOUL22CK,V2,MISC 1,2025.04.25,10:14:18,10:16:18,6,2,18,7
TOUL22CK,V2,MISC 2,2025.04.25,10:16:18,10:18:18,4,1,19,5
TOUL22CK,V2,MISC 3,2025.04.25,10:18:18,10:20:18,5,2,18,5
TOUL22CK,V2,MISC 4,2025.04.25,10:20:18,10:22:18,3,2,18,5
TOUL22CK,V2,MISC 5,2025.04.25,10:22:18,10:24:18,3,2,18,4
TOUT08DE,V2,Total,2025.01.29,16:09:34,16:19:34,20,7,13,33
TOUT08DE,V2,MISC 1,2025.01.29,16:09:34,16:11:34,6,1,19,8
TOUT08DE,V2,MISC 2,2025.01.29,16:11:34,16:13:34,3,1,19,6
TOUT08DE,V2,MISC 3,2025.01.29,16:13:34,16:15:34,5,2,18,7
TOUT08DE,V2,MISC 4,2025.01.29,16:15:34,16:17:34,2,1,19,8
TOUT08DE,V2,MISC 5,2025.01.29,16:17:34,16:19:34,4,2,18,4
YAHO22NG,V2,Total,2025.05.16,11:12:53,11:22:53,21,8,12,29
YAHO22NG,V2,MISC 1,2025.05.16,11:12:53,11:14:53,7,4,16,9
YAHO22NG,V2,MISC 2,2025.05.16,11:14:53,11:16:53,3,1,19,5
YAHO22NG,V2,MISC 3,2025.05.16,11:16:53,11:18:53,3,2,18,3
YAHO22NG,V2,MISC 4,2025.05.16,11:18:53,11:20:53,2,1,19,5
YAHO22NG,V2,MISC 5,2025.05.16,11:20:53,11:22:53,6,0,20,7
